"Project:","SAEON","Sub Project:","St Francis Bay Long Term Research"			
"Time Series:","SFB60W_10m_007","Series Code:","SFBLTMRP_SFB60W_UTR_10m_5/5_007","C:\Data Store\Algoa Bay Sentinel Site (ABSS)\Continuous Monitoring Platform (CMP)\Staging\UTRs\20200604_dHotman\St_Francis_Bay_60m_West"			
"Location:","St Francis Bay 60m West","Site:","St Francis Bay 60m West","GPS Name:","UTR - 60m_StF-W","Mooring Type:","UTR Array","Mooring No:","21"			
"Latitude:","-34.0891","Longitude:","25.07657","LatShore:"," ","LongShore:"," ","Distance (m):	"			
"Interval (hr):","1","Total:","4607","Variables:","1"			
"Deploy Depth (m):","10","Bottom Depth (m):","60","Bin No:","5","Total Bins:","5"			
"Start Date:","2019-11-22","Start Time:","13:00:00"			
"End Date:","2020-06-01","End Time:","11:00:00"			
"Instrument:","Onset Hobo Pro v2 Water Temperature Logger","Serial No:","20190326"
"Comment:"	
"Plot Title: 60m St Francis_5"
"#","Date","Time, GMT+02:00","Temp, °C (LGR S/N: 20190326, SEN S/N: 20190326)"
366,2019-11-22,13:00:00,17.986
367,2019-11-22,14:00:00,17.701
368,2019-11-22,15:00:00,17.724
369,2019-11-22,16:00:00,17.701
370,2019-11-22,17:00:00,17.724
371,2019-11-22,18:00:00,17.724
372,2019-11-22,19:00:00,17.677
373,2019-11-22,20:00:00,17.605
374,2019-11-22,21:00:00,17.653
375,2019-11-22,22:00:00,17.677
376,2019-11-22,23:00:00,17.724
377,2019-11-23,00:00:00,17.772
378,2019-11-23,01:00:00,17.819
379,2019-11-23,02:00:00,17.796
380,2019-11-23,03:00:00,17.843
381,2019-11-23,04:00:00,17.867
382,2019-11-23,05:00:00,17.891
383,2019-11-23,06:00:00,17.915
384,2019-11-23,07:00:00,18.081
385,2019-11-23,08:00:00,17.986
386,2019-11-23,09:00:00,18.081
387,2019-11-23,10:00:00,18.129
388,2019-11-23,11:00:00,18.271
389,2019-11-23,12:00:00,18.152
