"Project:","SAEON","Sub Project:","St Francis Bay Long Term Research"			
"Time Series:","SFB60W_10m_006","Series Code:","SFBLTMRP_SFB60W_UTR_10m_5/5_006","C:\Data Store\Algoa Bay Sentinel Site (ABSS)\Continuous Monitoring Platform (CMP)\Staging\UTRs\20191213_MalickI"			
"Location:","St Francis Bay 60m West","Site:","St Francis Bay 60m West","GPS Name:","UTR - 60m_StF-W","Mooring Type:","UTR Array","Mooring No:","21"			
"Latitude:","-34.0891","Longitude:","25.07657","LatShore:"," ","LongShore:"," ","Distance (m):	"			
"Interval (hr):","1","Total:","4680","Variables:","1"			
"Deploy Depth (m):","10","Bottom Depth (m):","60","Bin No:","5","Total Bins:","5"			
"Start Date:","2019-05-11","Start Time:","13:00:00"			
"End Date:","2019-11-22","End Time:","12:00:00"			
"Instrument:","Onset Hobo Pro v2 Water Temperature Logger","Serial No:","20190354"
"Comment:"	
"Plot Title: 60m St Francis_5"
"#","Date","Time, GMT+02:00","Temp, °C (LGR S/N: 20190354, SEN S/N: 20190354)"
31,2019-05-11,13:00:00,16.963
32,2019-05-11,14:00:00,16.963
33,2019-05-11,15:00:00,17.011
34,2019-05-11,16:00:00,17.034
35,2019-05-11,17:00:00,17.011
36,2019-05-11,18:00:00,17.011
37,2019-05-11,19:00:00,17.034
38,2019-05-11,20:00:00,16.987
39,2019-05-11,21:00:00,16.987
40,2019-05-11,22:00:00,17.106
41,2019-05-11,23:00:00,17.153
42,2019-05-12,00:00:00,16.987
43,2019-05-12,01:00:00,16.939
44,2019-05-12,02:00:00,16.939
45,2019-05-12,03:00:00,16.939
46,2019-05-12,04:00:00,16.915
47,2019-05-12,05:00:00,16.892
48,2019-05-12,06:00:00,16.868
49,2019-05-12,07:00:00,16.749
50,2019-05-12,08:00:00,16.701
51,2019-05-12,09:00:00,16.677
52,2019-05-12,10:00:00,16.796
53,2019-05-12,11:00:00,16.915
54,2019-05-12,12:00:00,16.773
55,2019-05-12,13:00:00,16.892
56,2019-05-12,14:00:00,16.868
57,2019-05-12,15:00:00,16.844
58,2019-05-12,16:00:00,16.820
59,2019-05-12,17:00:00,16.796
60,2019-05-12,18:00:00,17.153
61,2019-05-12,19:00:00,17.201
62,2019-05-12,20:00:00,17.082
63,2019-05-12,21:00:00,17.153
64,2019-05-12,22:00:00,17.106
65,2019-05-12,23:00:00,17.058
66,2019-05-13,00:00:00,17.011
67,2019-05-13,01:00:00,16.987
68,2019-05-13,02:00:00,17.034
69,2019-05-13,03:00:00,17.058
70,2019-05-13,04:00:00,17.058
